gene_name,n_syn,n_mis,n_non,n_spl,wmis_cv,wnon_cv,wspl_cv,pmis_cv,ptrunc_cv,pallsubs_cv,qmis_cv,qtrunc_cv,qallsubs_cv,wmis_loc,wnon_loc,wspl_loc,pmis_loc,pall_loc,qmis_loc,qall_loc,areacutoff,n_ind,wind_cv,pind_cv,pglobal_cv,qglobal_cv
NF1,14,22,4,2,0.6905688417905926,1.5626672364870167,1.5626672364870167,0.2793806428815072,0.3732560722294809,0.19997133677204837,0.6467306264904527,0.6665287004097873,0.5768403945347549,0.6417248046037439,1.5226204645350616,1.3290940903146025,0.20343141721373548,0.3092384970476689,0.6102942516412064,0.7073429186017817,0.33000000000000007,0,0,1,0.5218414487470123,0.9982566109992117
CREBBP,9,16,0,1,0.8501466476774292,0.555433056545952,0.555433056545952,0.6924824538031686,0.5443755249961881,0.8110539473525743,0.8571267177686077,0.7598325835710124,0.8567471274851136,0.8202474002334026,0,2.2574048337047037,0.6377437943932305,0.3379766630670298,0.9445919146277836,0.7073429186017817,0.33000000000000007,1,2.57626381498158,0.25203771352162796,0.5289467522088124,0.9982566109992117
PTEN,1,0,0,0,0,0,0,0.08815059730136943,0.47220880927066655,0.20887254585628012,0.5280268376253787,0.7345727259959133,0.5802015162674448,0,0,0,0.09784749576833218,0.4054369825764399,0.4612375357719039,0.7073429186017817,0.33000000000000007,0,0,1,0.5359734363795786,0.9982566109992117
NSD1,3,14,0,0,1.6449610990887358,0,0,0.37512484158496173,0.23129476124941462,0.221740728480737,0.7040857083109637,0.6237353031413345,0.5853400627693234,1.768554486777972,0,0,0.3418930683864303,0.37313399450519347,0.801311879030696,0.7073429186017817,0.33000000000000007,0,0,1,0.5557369178661496,0.9982566109992117
SMO,2,6,1,1,1.6677487663549528,5.691904733933686,5.691904733933686,0.4754180831104794,0.08940069032670828,0.23462990397134653,0.7153558349708111,0.4470034516335414,0.5853400627693234,1.743959556908421,4.096579844786581,10.879609396875486,0.47748068746415706,0.34873958786115145,0.8526440847574234,0.7073429186017817,0.33000000000000007,0,0,1,0.5747836412772247,0.9982566109992117
PIK3CA,3,10,0,0,1.3213051920689034,0,0,0.6418357362405108,0.1573118148727557,0.23680740380568954,0.8445207055796196,0.5720142391953617,0.5853400627693234,1.1458906750540456,0,0,0.8341549211480774,0.4186312640616501,0.9445919146277836,0.7073429186017817,0.33000000000000007,0,0,1,0.5779303895881225,0.9982566109992117
FGFR1,1,7,0,0,2.818064363602078,0,0,0.18800012616927986,0.47992084765066334,0.24354070694832408,0.6467306264904527,0.7345727259959133,0.5853400627693234,3.630820903666883,0,0,0.16043338122113882,0.38041526980416907,0.5231523300689309,0.7073429186017817,0.33000000000000007,0,0,1,0.5875349357212606,0.9982566109992117
IRF6,3,9,0,0,1.8878338080897121,0,0,0.2873647864479498,0.3098833379913102,0.25362899549403195,0.6467306264904527,0.6665287004097873,0.5853400627693234,1.4513104441587312,0,0,0.5651303515277485,0.5439030304907604,0.9445919146277836,0.7686220735632125,0.33000000000000007,0,0,1,0.6015782335827918,0.9982566109992117
SMAD4,0,5,0,0,4.544472960311112,0,0,0.1679735760965494,0.6341889294295345,0.26294448809581605,0.6467306264904527,0.7598325835710124,0.5853400627693234,1e4,0,0,0.0835489572321495,0.28452418158727255,0.4612375357719039,0.7073429186017817,0.33000000000000007,0,0,1,0.6141889802821964,0.9982566109992117
DICER1,4,12,0,0,1.1521418363546956,0,0,0.7933645874419002,0.15423588004954603,0.28857571699620976,0.8832441386753792,0.5720142391953617,0.5935535068530106,1.1191786889796946,0,0,0.8439624641340862,0.47874978493693643,0.9445919146277836,0.7073429186017817,0.33000000000000007,0,0,1,0.6472169765391124,0.9982566109992117
AURKA,0,4,0,1,4.439728146024542,8.913120012018751,8.913120012018751,0.1900695594626599,0.17636745705212709,0.2886087349378923,0.6467306264904527,0.5751112729960666,0.5935535068530106,1e4,0,1e4,0.11304570062168773,0.13463101200762195,0.4612375357719039,0.4955860720349608,0.33000000000000007,0,0,1,0.6472580092747989,0.9982566109992117
NRAS,0,3,0,0,5.468368985623184,0,0,0.15035165657899208,0.728578042184429,0.2948365119929215,0.6264652357458004,0.8035787229975321,0.5935535068530106,1e4,0,0,0.14471923543305476,0.45881013626809386,0.5168544122609099,0.7073429186017817,0.33000000000000007,0,0,1,0.6549304489922266,0.9982566109992117
FAT4,29,86,3,0,1.2572611510012064,0.6581453479574245,0.6581453479574245,0.2737728735314118,0.4647339075191471,0.3007337768055254,0.6467306264904527,0.7345727259959133,0.5935535068530106,1.2047586680690106,0.7005565833434156,0,0.378564171242887,0.44476572971360084,0.835068024800486,0.7073429186017817,0.33000000000000007,0,0,1,0.6620743919661591,0.9982566109992117
CDKN2A.p14arf,0,3,0,0,5.4758780131596465,0,0,0.14999173984791703,0.7887461289214477,0.31765467156339433,0.6264652357458004,0.8450851381301225,0.610874368391143,1e4,0,0,0.13404113860318811,0.47226070184208624,0.5026542697619554,0.7073429186017817,0.33000000000000007,0,0,1,0.6819380072863073,0.9982566109992117
NOTCH4,7,11,3,0,0.7102806122315081,1.9945545161340563,1.9945545161340563,0.4729287999913051,0.33783313936338777,0.32961894460092145,0.7153558349708111,0.6665287004097873,0.6178900903342913,0.6873340858683064,2.712268798304166,0,0.4455734723803779,0.22967738616148392,0.8526440847574234,0.6379927393374553,0.33000000000000007,0,0,1,0.695435984123697,0.9982566109992117
TP63,5,5,0,0,0.5760572178213903,0,0,0.3693154668300578,0.18549350203090287,0.3377799160494126,0.7040857083109637,0.5796671938465715,0.6178900903342913,0.46736488220225625,0,0,0.23458050257208063,0.41550568263083254,0.6609168432138955,0.7073429186017817,0.33000000000000007,0,0,1,0.7043929728284996,0.9982566109992117
FBXW7,4,8,0,0,0.97399743204349,0,0,0.9640006986098557,0.16016398697470124,0.3542280802581379,0.9770277350775566,0.5720142391953617,0.6264448477950492,0.7368543893844299,0,0,0.6244616438358211,0.4792816190051702,0.9445919146277836,0.7073429186017817,0.33000000000000007,0,0,1,0.721851039902814,0.9982566109992117
PLCB1,11,31,0,2,1.4379123666300115,0.6950262931708838,0.6950262931708838,0.27826453920943306,0.6200134820158858,0.3591617127358282,0.6467306264904527,0.7598325835710124,0.6264448477950492,1.1989729605384538,0,1.3796345054137533,0.600047517946187,0.18525821322180935,0.9445919146277836,0.6041028692015522,0.33000000000000007,0,0,1,0.7269370351161388,0.9982566109992117
KRAS,1,4,0,0,2.7734245397451396,0,0,0.24519560352507752,0.5771624622551397,0.3808543975315317,0.6467306264904527,0.7598325835710124,0.6454299501096302,1.404626295976553,0,0,0.753478246395116,0.8249982384935195,0.9445919146277836,0.8839266841001995,0.33000000000000007,0,0,1,0.7485076715821863,0.9982566109992117
RB1,0,4,0,0,3.2792327626483644,0,0,0.31001922944576454,0.5702810059996823,0.3872579700657781,0.6467306264904527,0.7598325835710124,0.6454299501096302,1e4,0,0,0.10924815245406105,0.3352099265780466,0.4612375357719039,0.7073429186017817,0.33000000000000007,0,0,1,0.7546357496763179,0.9982566109992117
ERBB2,2,7,0,0,1.665451832109714,0,0,0.4641110816973165,0.34803834767011443,0.39858270638195137,0.7153558349708111,0.6665287004097873,0.6498631082314424,1.8664181835765659,0,0,0.41186372556757167,0.5799495575915012,0.8526440847574234,0.7686220735632125,0.33000000000000007,0,0,1,0.7652151258707643,0.9982566109992117
CUL3,2,7,1,1,1.5059694085223616,3.506203373561459,3.506203373561459,0.5591738128195002,0.20561480420612843,0.44774882998509025,0.7766302955826391,0.6168444126183853,0.6804443019410648,1.3272201401460388,2.446866756847801,4.191902546135781,0.7172591247705996,0.7064724004062839,0.9445919146277836,0.8546037101688918,0.33000000000000007,0,0,1,0.8075252464508117,0.9982566109992117
SUFU,0,3,0,0,3.523918812139328,0,0,0.29993101298691105,0.6724402189866959,0.4663364524344936,0.6467306264904527,0.7598325835710124,0.6804443019410648,1e4,0,0,0.11470460111966974,0.4043863635878797,0.4612375357719039,0.7073429186017817,0.33000000000000007,0,0,1,0.8220802379387773,0.9982566109992117
CDH1,4,8,0,0,1.0495531711683586,0,0,0.9337537277765066,0.23773205793305752,0.46968238763657943,0.9726601331005277,0.6237353031413345,0.6804443019410648,0.931851668444451,0,0,0.9086047121543561,0.6647975980112446,0.960077073670607,0.8309969975140558,0.33000000000000007,0,0,1,0.824620702762455,0.9982566109992117
ADAM29,8,25,2,0,1.5937149106985882,1.4646326634028417,1.4646326634028417,0.22123377431291535,0.6404791712874656,0.47177471601247156,0.6467306264904527,0.7598325835710124,0.6804443019410648,1.1892498956606339,1.0929271166632177,0,0.6650662731600423,0.9791207494435412,0.9445919146277836,0.9791207494435412,0.33000000000000007,0,0,1,0.8261972188338738,0.9982566109992117
BRAF,2,5,0,0,1.095729442095844,0,0,0.9037770203609149,0.2907266933065721,0.5276683535179407,0.9654463102184603,0.6665287004097873,0.7467005002612368,1.01909715184006,0,0,0.9819368768743868,0.7308128161391207,0.9995628877222074,0.8564212689130322,0.33000000000000007,0,0,1,0.8650000363182108,0.9982566109992117
ERBB3,2,10,1,0,2.028828718193503,1.714553097116698,1.714553097116698,0.27551604251634676,0.660207291187753,0.5516328221500806,0.6467306264904527,0.7598325835710124,0.7583299810160764,2.210995376788707,2.8483069411325794,0,0.2657469400237691,0.5555694346327429,0.7118221607779529,0.7686220735632125,0.33000000000000007,0,0,1,0.8797840905728069,0.9982566109992117
CCND1,2,3,1,0,1.2108112522916616,4.139067544206181,4.139067544206181,0.8202454315002066,0.28549034095847714,0.5645072061994915,0.8915711211958767,0.6665287004097873,0.7583299810160764,0.984366075064695,4.824868965567469,0,0.9862353825525778,0.6446410744066562,0.9995628877222074,0.8309969975140558,0.33000000000000007,0,0,1,0.887293629015234,0.9982566109992117
CASP8,2,5,0,0,1.3979358283731629,0,0,0.6543813919030221,0.39174579832228196,0.5662197191586704,0.8461828343573562,0.6832775552132825,0.7583299810160764,1.1960902545820755,0,0,0.8284689305483058,0.7888202762469667,0.9445919146277836,0.8831522894670429,0.33000000000000007,0,0,1,0.8882702526194959,0.9982566109992117
AKT1,1,2,1,0,0.9902483729568731,3.712136989288028,3.712136989288028,0.9925642105434601,0.3390770736079076,0.594215769725312,0.9925642105434601,0.6665287004097873,0.7616178003140459,1.1271081508624088,7.357640103367582,0,0.9216739907237826,0.5322902818218255,0.960077073670607,0.7677263680122483,0.33000000000000007,0,0,1,0.9035126700924155,0.9982566109992117
ADAMTS18,17,28,3,3,0.8651589828848667,1.3521552658602214,1.3521552658602214,0.6356434506312352,0.533831504091657,0.6171452521104112,0.8445207055796196,0.7598325835710124,0.7616178003140459,0.7203213808949471,0.7513630918997136,2.2440765518423107,0.29336868263427174,0.33910358977326127,0.7587121102610476,0.7073429186017817,0.33000000000000007,0,0,1,0.9150109425339472,0.9982566109992117
KEAP1,2,5,0,0,1.4590359356315086,0,0,0.6130895284488749,0.461990267834293,0.6198848259965923,0.8360311751575565,0.7345727259959133,0.7616178003140459,1.451178797935537,0,0,0.6483322834947838,0.8192676437557773,0.9445919146277836,0.8839266841001995,0.33000000000000007,0,0,1,0.9163271285894088,0.9982566109992117
KMT2A,10,19,1,0,0.7543689120977393,0.45745436108831133,0.45745436108831133,0.46800053809376463,0.40455035465740286,0.6256688522451174,0.7153558349708111,0.6895744681660276,0.7616178003140459,0.7421896388656563,0.5661603060436314,0,0.4530339457113173,0.6976229221885515,0.8526440847574234,0.8546037101688918,0.33000000000000007,0,0,1,0.9190662734981574,0.9982566109992117
EPHA2,5,10,1,1,1.2111950811561785,2.3379674303452624,2.3379674303452624,0.7135433695671105,0.33811373259987443,0.6308512639824309,0.8631573018956982,0.6665287004097873,0.7616178003140459,1.122163605561,1.586637327175976,3.412383194415024,0.8323133219785441,0.7889493785905585,0.9445919146277836,0.8831522894670429,0.33000000000000007,0,0,1,0.9214750788307142,0.9982566109992117
TRIOBP,11,27,3,1,1.15617129997117,1.756441400435678,1.756441400435678,0.6760485523557038,0.3548003111380238,0.6491154802937541,0.8571267177686077,0.6665287004097873,0.7616178003140459,1.110924345498225,1.510160918035332,2.6072742990179436,0.7670671841425526,0.8157830924921448,0.9445919146277836,0.8839266841001995,0.33000000000000007,0,0,1,0.9296272573815146,0.9982566109992117
SETD2,5,20,1,0,1.3895776696545827,0.7334478526987582,0.7334478526987582,0.4769038899805408,0.7671358067956335,0.6499138562679858,0.7153558349708111,0.8338432682561233,0.7616178003140459,1.3551719343619077,0.8565511151713523,0,0.5312701210027615,0.7705059014236261,0.9266339319815607,0.8831522894670429,0.33000000000000007,0,0,1,0.9299717805034994,0.9982566109992117
AJUBA,2,5,0,0,1.2749274464937534,0,0,0.7464012730739193,0.450656984212067,0.6742751890327126,0.8647561255620593,0.7345727259959133,0.7662218057189916,1.1861139682288924,0,0,0.8364655850324862,0.8610375294448446,0.9445919146277836,0.9095466860332865,0.33000000000000007,0,0,1,0.9400184761073054,0.9982566109992117
PTCH1,8,9,0,1,0.6605601232431276,0.7949153853461335,0.7949153853461335,0.38612212984295147,0.8227569441423835,0.6869015171076485,0.7063209692249113,0.8570384834816496,0.7689196087025915,0.6176904276110756,0,2.4635827768959433,0.32601319475911006,0.33920036800627806,0.801311879030696,0.7073429186017817,0.33000000000000007,0,0,1,0.9448772383001466,0.9982566109992117
GRIN2A,19,26,1,1,0.7899632202418234,0.7245745407146934,0.7245745407146934,0.4332732509393288,0.6501477025047065,0.7115799021521948,0.7153558349708111,0.7598325835710124,0.7750117676220702,0.6973651056729121,0.3946381025828917,1.6869497474316166,0.2379300635570024,0.4809931846492115,0.6609168432138955,0.7073429186017817,0.33000000000000007,0,0,1,0.9537074640203781,0.9982566109992117
SALL1,21,43,3,0,1.2062231434089765,1.4420522970541645,1.4420522970541645,0.4724831460415626,0.570434266066737,0.7130108262123047,0.7153558349708111,0.7598325835710124,0.7750117676220702,1.0464584690720076,1.3283244771821985,0,0.864211640565416,0.9210187779143519,0.9445919146277836,0.95939456032745,0.33000000000000007,0,0,1,0.9541929233012884,0.9982566109992117
PTPRT,10,21,2,0,1.2590235583890959,0.9930943585272879,0.9930943585272879,0.535597723012039,0.9928198062319684,0.8064379044740326,0.7724967158827486,0.9928198062319684,0.8567471274851136,1.1572976505963026,1.4056801487606658,0,0.7014324493525805,0.5841527759080415,0.9445919146277836,0.7686220735632125,0.33000000000000007,0,0,1,0.9799255829935217,0.9982566109992117
BAI3,21,51,6,0,1.1042655429764128,0.9101509858074767,0.9101509858074767,0.6971297304518009,0.836898698467895,0.8584881446989875,0.8571267177686077,0.859827429932769,0.8942584840614454,0.9130805400755978,1.0636437700740882,0,0.7274984153680315,0.20738715284154763,0.9445919146277836,0.6076897174934663,0.33000000000000007,0,0,1,0.9894783331078758,0.9982566109992117
CDKN2A.p16INK4a,1,1,0,0,0.7289395225170584,0,0,0.8008080190656771,0.6787837746567711,0.8977027365634569,0.8832441386753792,0.7598325835710124,0.9222973320857435,0.5585915353428622,0,0,0.6825988422097062,0.954568860299746,0.9445919146277836,0.9791207494435412,0.33000000000000007,0,0,1,0.9945794888343972,0.9982566109992117
MUC17,37,88,4,0,0.9471817184677392,1.091820888325233,1.091820888325233,0.7812936096725449,0.8688788143197743,0.9340687299965026,0.8832441386753792,0.8806204199186902,0.9415350894536338,0.8941086142971455,1.2019241646615926,0,0.5708404846951631,0.6601285860657566,0.9445919146277836,0.8309969975140558,0.33000000000000007,0,0,1,0.9977771275393177,0.9982566109992117
SPHKAP,26,56,3,2,1.0781118395413178,1.1181954414923685,1.1181954414923685,0.7482091823851433,0.8209573633545837,0.9415350894536338,0.8647561255620593,0.8570384834816496,0.9415350894536338,0.934725412031917,0.6809276794182308,2.6607758529098935,0.7769830383700105,0.5724018226374834,0.9445919146277836,0.7686220735632125,0.33000000000000007,0,0,1,0.9982566109992117,0.9982566109992117
NOTCH1,20,196,49,29,5.349565676574975,25.093824511916235,25.093824511916235,0,0,0,0,0,0,5.098460908090546,21.268714338605058,30.28499404656233,0,0,0,0,0.38,6,14.774207746478874,0.002144257780688225,0,0
NOTCH2,7,96,20,6,5.6597934550736815,15.9564584068331,15.9564584068331,3.412030769034402e-9,3.430589146091734e-14,2.2537527399890678e-14,1.2795115383879008e-7,8.576472865229334e-13,5.634381849972669e-13,5.514771964104499,16.455410385415888,13.132619362153696,2.3010260918887582e-8,1.3532508447156033e-12,8.628847844582843e-7,3.383127111789008e-11,0.38,5,12.73020327669903,0.0047894304691389715,4.107825191113079e-15,1.5404344466674047e-13
FAT1,19,64,24,7,1.5139871781421508,9.814946821882142,9.814946821882142,0.095699812295306,6.217248937900877e-15,8.215650382226158e-15,0.543676634825147,2.3314683517128287e-13,3.0808688933348094e-13,1.4697742483006366,8.725154644023482,13.922280764731417,0.12762728028612558,5.46229728115577e-14,0.512274757867799,2.048361480433414e-12,0.38,2,2.742999564175202,0.17365880989462584,5.0182080713057076e-14,1.2545520178264269e-12
TP53,9,39,9,7,3.0413719126750984,12.082391906856893,12.082391906856893,6.414295102491474e-4,1.7521238904194547e-9,7.777449795298708e-9,0.016035737756228685,3.2852322945364776e-8,1.4582718366185077e-7,1.9628217356633704,6.895592444420272,9.374376788178763,0.05145121432419908,1.169280036084075e-5,0.5073406991098195,2.1924000676576405e-4,0.38,0,0,1,1.529982828207821e-7,2.8687178028896643e-6
RBM10,6,13,8,2,1.2066299380607417,7.361534334182277,7.361534334182277,0.6901291649305185,7.878552025208929e-5,1.4000107591649602e-4,0.8485194650785063,0.0011817828037813394,0.0021000161387474403,1.0680810214115293,8.06877443523658,3.682251102815933,0.8934179880194756,4.558150084584822e-4,0.9792310731713422,0.006837225126877233,0.38,0,0,1,0.001382351086486655,0.02010250745340253
ARID2,4,13,5,2,1.1771669326482406,6.659252863436304,6.659252863436304,0.7589708188386097,0.0016296807404695413,0.0028380577121570605,0.8757037453810341,0.020371009255869266,0.035475721401963256,1.1357814922862204,6.010276665961347,7.765094804717333,0.8218614976574941,0.009048742833032697,0.9792310731713422,0.11310928541290871,0.38,2,6.856004901960785,0.05838609886302193,0.0016082005962722024,0.02010250745340253
NOTCH3,14,31,6,2,1.0806535996821895,3.3217211905534283,3.3217211905534283,0.8056474457505515,0.011614314523709313,0.03152365731284734,0.8757037453810341,0.1088841986597748,0.20263211497813197,1.0298833778363834,3.436232084393908,2.5607606969471197,0.9270054159355373,0.07783235443477032,0.9792310731713422,0.44997656544139203,0.38,3,8.131540697674419,0.028409245496274056,0.007180678307730171,0.07693583901139468
PPP1R3A,14,48,1,1,1.5207538865856938,0.6665198942026278,0.6665198942026278,0.14532610972273174,0.5710589181208874,0.18724252497971738,0.5939954908416036,0.7686730262053637,0.5202721878667594,1.130732307731876,0.26514731664049207,3.7852246227714863,0.682538768969535,0.2057723450032345,0.9792310731713422,0.580158586324497,0.38,2,11.20892698130009,0.02820137932603553,0.03297002671664162,0.3090940004685152
FGFR2,0,11,0,0,9.649934221635334,0,0,0.01026959296877028,0.6228204500301592,0.016497462258225015,0.19255486816444276,0.7686730262053637,0.17048878968916847,1e4,0,0,0.0041083090655674726,0.01924445494489213,0.10270772663918681,0.20222708733312472,0.38,0,0,1,0.08421209972868793,0.6829279413171798
FLG2,9,42,0,0,1.4415483911150293,0,0,0.2867605611285158,0.029817363978538847,0.01818547090017797,0.6473086076833359,0.20330020894458306,0.17048878968916847,1.2991571757916183,0,0,0.4638371265598522,0.05497776709722668,0.9154680129470767,0.41231226543981914,0.38,0,0,1,0.09105705884229065,0.6829279413171798
KMT2C,6,34,1,0,1.883532107656105,0.5519630967179407,0.5519630967179407,0.10893958478959265,0.5513575379440915,0.11922716195771454,0.543676634825147,0.7686730262053637,0.42528272369903175,1.950801591925316,0.7443812698068144,0,0.10374277142178301,0.18183479927290946,0.5073406991098195,0.580158586324497,0.38,2,2.5332310324008858,0.18755740136106508,0.10734612945132294,0.7006848468567473
KCNH5,4,20,0,0,2.636886035898592,0,0,0.03854634564052373,0.2224101350009362,0.02445218086070522,0.4818293205065466,0.610296940916649,0.1961536015597698,2.3714844298503563,0,0,0.08465772634943558,0.09720084205704338,0.5073406991098195,0.48598182735494144,0.38,0,0,1,0.11519510114140996,0.7006848468567473
APOB,29,82,2,0,1.4293892319213894,0.3837794237576925,0.3837794237576925,0.08687362740478188,0.13046073898503197,0.02615381354130264,0.543676634825147,0.5099154495550009,0.1961536015597698,1.3690215946784814,0.4351282414884536,0,0.13660660209807973,0.06047246559784014,0.512274757867799,0.41231226543981914,0.38,0,0,1,0.12145204012183619,0.7006848468567473
GRM3,28,33,0,0,0.7896917164627546,0,0,0.356796108257475,0.010877603728993712,0.03478527902969286,0.6875610321078799,0.1088841986597748,0.20263211497813197,0.624285016196091,0,0,0.069700287823645235,0.021570889315533304,0.5073406991098195,0.20222708733312472,0.38,0,0,1,0.1516137604863761,0.7637302384907751
NFE2L2,2,1,2,0,0.22742290829737474,5.145854475624712,5.145854475624712,0.17283217403858153,0.10642875154002107,0.03512289992954287,0.6172577644235056,0.46953860973538714,0.20263211497813197,0.1871728677461464,5.0896733910248155,0,0.1553328557288679,0.05447243089210729,0.5254358228023711,0.41231226543981914,0.38,0,0,1,0.15274604769815503,0.7637302384907751
FGFR3,6,16,2,0,1.700934311054801,2.168456726496687,2.168456726496687,0.23351233973755958,0.3725802586660526,0.42265819118134873,0.6473086076833359,0.6653218904750939,0.6469258028285949,1.5265153303651862,3.220900617599393,0,0.3628711475864346,0.3797214709706749,0.8247071536055331,0.7193071374389336,0.38,1,7.779743510506801,0.10858378061793582,0.1873121889162428,0.806175081286255
CR2,3,23,3,1,2.9858811572806885,4.415298224033934,4.415298224033934,0.02705982614238278,0.04639955443381105,0.04774109137748539,0.4058973921357417,0.26354775242122874,0.24136371985596633,2.7620730594883223,4.213684430653497,3.7399590399196216,0.06032843771053553,0.20885709107681893,0.5073406991098195,0.580158586324497,0.38,0,0,1,0.19296771525851442,0.806175081286255
SOX2,0,0,1,0,0,23.371915197432408,23.371915197432408,0.2934465688164456,0.06180864925988305,0.04832383328888268,0.6473086076833359,0.30904324629941526,0.24136371985596633,0,1e4,0,0.9999749784510534,0.07799593800984128,0.9999749784510534,0.44997656544139203,0.38,0,0,1,0.19473685229640125,0.806175081286255
MET,2,15,0,0,3.0071746322681796,0,0,0.060985482587434414,0.3192452676342782,0.05149092690260615,0.5386238013575194,0.6653218904750939,0.24136371985596633,3.2875783788935675,0,0,0.06750841450745915,0.12019518627437753,0.5073406991098195,0.5008132761432398,0.38,0,0,1,0.20423102059251796,0.806175081286255
KMT2D,23,43,5,2,0.8619992942680106,1.7195216297709333,1.7195216297709333,0.5645477788153864,0.23146644835168617,0.28329889084393,0.8246844828344159,0.610296940916649,0.6210213380168143,0.8479045422376226,1.5785917529283158,2.0593285393009872,0.5266853957300951,0.4469393036984397,0.9195129159560641,0.7193071374389336,0.38,2,2.272955037919827,0.20736646988838947,0.2252653878314843,0.8158840910974986
AKT2,2,4,1,2,1.2375160364751903,7.429674988780973,7.429674988780973,0.7854710494302414,0.02387642130994394,0.06470086211008297,0.8757037453810341,0.17907315982457955,0.2824095304952465,1.1508401652988378,3.941023992142153,11.083016599715862,0.8701707517350934,0.1156781024335255,0.9792310731713422,0.5008132761432398,0.38,0,0,1,0.24185057725920833,0.8158840910974986
ERBB4,20,49,1,2,1.1665372832719014,0.5935817426306488,0.5935817426306488,0.5528036158992906,0.36803643167283717,0.4206362500971348,0.8246844828344159,0.6653218904750939,0.6469258028285949,0.9555327612282526,0.24449447181120929,0.9615152895586769,0.8643242013565542,0.38002736362346035,0.9792310731713422,0.7193071374389336,0.38,1,4.808107333842629,0.16065229098588865,0.24966017100894922,0.8158840910974986
ARID1A,4,15,3,1,1.5835692033701798,5.4565637701683585,5.4565637701683585,0.3666992171242026,0.020341503821746043,0.06777828731885915,0.6875610321078799,0.1695125318478837,0.2824095304952465,1.6678937688559312,5.366112291037181,7.3026643606490325,0.3409428629738611,0.13651610583059604,0.799084835094987,0.5018998423144339,0.38,0,0,1,0.25020445460323293,0.8158840910974986
EZH2,0,8,0,0,6.195180408420958,0,0,0.06046548548192143,0.5886099732340502,0.08669766077944951,0.5386238013575194,0.7686730262053637,0.34222760833993227,1e4,0,0,0.026602703809587513,0.09644731347292823,0.4988006964297659,0.48598182735494144,0.38,0,0,1,0.2987019108326292,0.9334434713519663
EGFR,2,12,1,2,2.6840533407640907,5.757053811653467,5.757053811653467,0.10740268432098432,0.04560359433487171,0.09552969684787094,0.543676634825147,0.26354775242122874,0.358236363179516,2.9842270586316055,3.5894591866692402,10.521297392998326,0.10590248066305386,0.14053195584804146,0.5073406991098195,0.5018998423144339,0.38,0,0,1,0.3198638147700559,0.9529058458857331
PREX2,18,52,3,3,1.3444768835084409,1.2308118360383826,1.2308118360383826,0.2617812044406628,0.6638472612050963,0.5327729384944914,0.6473086076833359,0.7686730262053637,0.7295265049798166,1.1361002131523914,0.9038841540477226,1.2245227374423113,0.6373948308647,0.9451094928392716,0.9792310731713422,0.9544886400035274,0.38,1,3.916498133167393,0.18776421918338215,0.3303406932403875,0.9529058458857331
SCN1A,23,49,2,1,1.07092731004191,0.598677356175586,0.598677356175586,0.7833580296405114,0.3712047156644963,0.5631341620608561,0.8757037453810341,0.6653218904750939,0.7295265049798166,0.9455752645361194,0.4795900350327683,0.6644000994503675,0.8253654784489064,0.7135312521593336,0.9792310731713422,0.8441217889395535,0.38,1,3.13125,0.2206745139025274,0.3834087247640423,0.9945383968968525
PCED1B,2,7,2,0,2.0942905357810204,7.8240957846011066,7.8240957846011066,0.28009263794992323,0.049195580451962706,0.12969360119126405,0.6473086076833359,0.26354775242122874,0.42528272369903175,1.8864554940164693,7.047641302102099,0,0.403529211513016,0.3419488692405013,0.8835459454093378,0.7193071374389336,0.38,0,0,1,0.3946032251152144,0.9945383968968525
HRAS,1,6,0,0,4.253255689367709,0,0,0.06463485616290232,0.6087739716247571,0.13042003526770307,0.5386238013575194,0.7686730262053637,0.42528272369903175,3.3600600825012847,0,0,0.19982347456206895,0.47816692571064645,0.6138382882967974,0.7193071374389336,0.38,0,0,1,0.3960849945645072,0.9945383968968525
SCN11A,26,30,1,1,0.6561057440333941,0.36835494364523597,0.36835494364523597,0.11598434876269803,0.11497877984645866,0.14426215005762322,0.543676634825147,0.47907824936024446,0.45081921893007254,0.5750493709027981,0.22467074690688912,0.5734233303718245,0.04146126390165428,0.10367612316905417,0.5073406991098195,0.48598182735494144,0.38,0,0,1,0.42357143816040366,0.9945383968968525
SMAD4,0,6,0,0,5.113080724459061,0,0,0.11338752846387634,0.6231310502942777,0.18112133898719585,0.543676634825147,0.7686730262053637,0.5202721878667594,1e4,0,0,0.05781192185973161,0.20716441747556125,0.5073406991098195,0.580158586324497,0.38,0,0,1,0.49058310183868736,0.9945383968968525
PIK3CA,3,11,0,0,1.4386133389327715,0,0,0.5335922537541405,0.15504518646441479,0.1963878216966849,0.8246844828344159,0.5205222114799146,0.5202721878667594,1.2583870440357658,0,0,0.7184950464244535,0.37165285553675687,0.9792310731713422,0.7193071374389336,0.38,0,0,1,0.5160411880263419,0.9945383968968525
NF1,14,22,4,2,0.6901489064645584,1.5676180497414327,1.5676180497414327,0.2780868097926579,0.36981802881792936,0.19751223356899061,0.6473086076833359,0.6653218904750939,0.5202721878667594,0.6424853928368308,1.532760704753563,1.3317907466231813,0.20461276276559914,0.30729853752838476,0.6138382882967974,0.7193071374389336,0.38,0,0,1,0.5178681398658488,0.9945383968968525
PTEN,1,0,0,0,0,0,0,0.0844350563895393,0.46765228451508245,0.20117191264181367,0.543676634825147,0.7422854105344243,0.5202721878667594,0,0,0,0.09779213825308708,0.4053210412189914,0.5073406991098195,0.7193071374389336,0.38,0,0,1,0.5237702763611057,0.9945383968968525
